datum;pozicija;sektor_protustranke;podskup_protustranke;instrument;namjena_kredita;izvorno_dospijece;otkazni_rok;pocetno_fiksiranje_kamatne_stope;velicina_kredita;nominalna_kamatna_stopa_novi_posao;nominalna_kamatna_stopa_stanje;efektivna_kamatna_stopa;iznos_novi_posao;iznos_stanje;izvorne_tablice
2019-06-30;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,12;0,6;;284,09629136;12413,21627011;G1|G5
2019-06-30;DEPOZITI;KUCANSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,04;;;13723,14299081;G1
2019-06-30;DEPOZITI;KUCANSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,26;;;1372,01482977;G1
2019-06-30;DEPOZITI;KUCANSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,02;;;12345,9399661;G1
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;DUGOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,23;0,79;;12,01965877;573,71541656;G5|G6
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;KRATKOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,05;0,38;;55,87301549;638,84695966;G5|G6
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,09;0,57;;67,89267426;1212,56237622;G1|G5
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,04;;;7567,5218664;G1
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;520,36133073;G1
2019-06-30;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,04;;;7046,98589883;G1
2019-06-30;DEPOZITI;UKUPNO;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,12;0,6;;351,98896562;13625,77864633;G5|G6
2019-06-30;DEPOZITI;UKUPNO;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,12;0,6;;351,98896562;13625,77864633;G5|G6
2019-06-30;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,14;;;21,70798704;;G2
2019-06-30;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;6,17;4,77;;54,43040354;602,05090901;G5|G6
2019-06-30;KREDITI;KUCANSTVA;OBRTNICI;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,81;;;41,84628602;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,15;;;53,88358399;;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,76;;3,84;0,44471946;;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,18;6,78;;52,53985354;7864,71332738;G5|G6
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;0,89;6,99;;7,82953758;1379,54235004;G5|G6
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,62;6,81;;60,36939112;9244,25567742;G5|G6
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,09;3,93;;77,25232507;6911,02194647;G5|G6
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;;1,77;;;0,75120356;G5
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,09;3,93;3,51;77,25232507;6911,77315003;G2|G5
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,76;5,58;;137,62171619;16156,02882745;G5|G6
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;KREDITI_PO_KREDITNIM_KARTICAMA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,33;;;477,69586225;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;PREKORACENJA_PO_TRANSAKCIJSKOM_RACUNU;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;8,29;;;884,89740676;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;REVOLVING_KREDITI;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;4,93;;;25,03739914;G2
2019-06-30;KREDITI;KUCANSTVA;UKUPNO;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;7,09;;;1480,31349175;G2
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,69;3,18;;222,24781776;7183,06203064;G5|G6
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;1,66;3,12;;122,85815345;1768,96252572;G5|G6
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;DO_0_25_MIL_EUR;3,41;;;29,51607244;;G3
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;OD_0_25_DO_1_MIL_EUR;2,7;;;62,55015604;;G3
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,32;3,17;;345,10597121;8952,02455636;G5|G6
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;VISE_OD_1_MIL_EUR;2,1;;;250,93750827;;G3
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI_PO_KREDITNIM_KARTICAMA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;9,04;;;8,91568387;G3
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;REVOLVING_I_PREKORACENJA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;3,78;;;492,48053899;G3
2019-06-30;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;3,84;;;507,59296788;G3
2019-06-30;KREDITI;UKUPNO;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,73;4,72;;482,7276874;25108,05338381;G5|G6
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;DUGOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,19;0,75;;140,95709322;7974,28237627;G5|G6
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;KRATKOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,11;0,26;;183,16427408;4298,89096256;G5|G6
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,15;0,58;;324,1213673;12273,17333883;G1|G5
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,04;;;14138,80797713;G1
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,26;;;1384,03866846;G1
2019-07-31;DEPOZITI;KUCANSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,02;;;12749,34684455;G1
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;DUGOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,11;0,68;;3,9093429;460,68111567;G5|G6
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;KRATKOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,34;0,4;;174,62440876;739,72508377;G5|G6
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,34;0,51;;178,53375166;1200,40619944;G1|G5
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,04;;;7853,90284009;G1
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,02;;;582,29712238;G1
2019-07-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;7271,43641987;G1
2019-07-31;DEPOZITI;UKUPNO;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,21;0,57;;502,65511896;13473,57953827;G5|G6
2019-07-31;DEPOZITI;UKUPNO;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,21;0,57;;502,65511896;13473,57953827;G5|G6
2019-07-31;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,17;;;25,27589723;;G2
2019-07-31;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,95;4,7;;55,90988618;595,94136207;G5|G6
2019-07-31;KREDITI;KUCANSTVA;OBRTNICI;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,7;;;39,52668383;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,14;;;65,11145456;;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,7;;3,78;0,74219193;;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,19;6,74;;63,74533434;7922,10853109;G5|G6
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;0,88;6,96;;7,80618155;1369,33016631;G5|G6
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,72;6,77;;71,55151589;9291,4386974;G5|G6
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,05;3,88;;90,64589636;6929,10921288;G5|G6
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;;3,92;;;0,00301006;G5
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,05;3,88;3,48;90,64589636;6929,11222294;G2|G5
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,79;5,53;;162,19741225;16220,55092034;G5|G6
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI_PO_KREDITNIM_KARTICAMA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,21;;;484,95815015;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;PREKORACENJA_PO_TRANSAKCIJSKOM_RACUNU;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;8,28;;;879,50641939;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;REVOLVING_KREDITI;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;4,91;;;24,77029328;G2
2019-07-31;KREDITI;KUCANSTVA;UKUPNO;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;7,04;;;1481,46391314;G2
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,82;3,13;;276,38098243;7248,13658552;G5|G6
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;1,02;3,05;;178,72878213;1738,96229128;G5|G6
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;DO_0_25_MIL_EUR;3,29;;;37,4046299;;G3
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;OD_0_25_DO_1_MIL_EUR;2,32;;;71,23385842;;G3
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,12;3,11;;455,10976456;8987,0988768;G5|G6
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;VISE_OD_1_MIL_EUR;1,94;;;344,69281123;;G3
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;KREDITI_PO_KREDITNIM_KARTICAMA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;8,92;;;8,48793598;G3
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;REVOLVING_I_PREKORACENJA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;3,73;;;483,84158914;G3
2019-07-31;KREDITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;3,79;;;498,53806508;G3
2019-07-31;KREDITI;UKUPNO;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;2,55;4,67;;617,30717681;25207,64979714;G5|G6
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;DUGOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,2;0,74;;117,10201582;7933,81679276;G5|G6
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;KRATKOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,1;0,25;;177,95107849;4253,79278049;G5|G6
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,14;0,57;;295,05309431;12187,60957325;G1|G5
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;14650,30757781;G1
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,23;;;1405,66200571;G1
2019-08-31;DEPOZITI;KUCANSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,02;;;13238,82989897;G1
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;DUGOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,16;0,6;;15,60617085;514,50618836;G5|G6
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;KRATKOROCNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,06;0,39;;132,87637681;763,32986657;G5|G6
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,07;0,48;;148,48254766;1277,83605493;G1|G5
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;PREKONOCNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;8315,96631147;G1
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;STEDNI_DEPOZITI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;633,90579575;G1
2019-08-31;DEPOZITI;NEFINANCIJSKA_DRUSTVA;UKUPNO;TRANSAKCIJSKI_RACUNI;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;;0,03;;;7681,88938901;G1
2019-08-31;DEPOZITI;UKUPNO;UKUPNO;OROCENI_DEPOZITI;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,12;0,56;;443,53564197;13465,44562818;G5|G6
2019-08-31;DEPOZITI;UKUPNO;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;0,12;0,56;;443,53564197;13465,44562818;G5|G6
2019-08-31;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,38;;;14,88539719;;G2
2019-08-31;KREDITI;KUCANSTVA;OBRTNICI;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;6,46;4,66;;44,76580569;596,23662534;G5|G6
2019-08-31;KREDITI;KUCANSTVA;OBRTNICI;REVOLVING_PREKORACENJA_I_KARTICE;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,72;;;38,72702987;G2
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;OSTALE_NAMJENE;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,24;;;43,6757043;;G2
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,44;;3,5;0,58148104;;G2
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;5,22;6,69;;44,30621098;7965,03987388;G5|G6
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;0,16;6,98;;5,6420826;1339,86031819;G5|G6
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;POTROSACKI_I_OSTALI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;4,64;6,74;;49,94829358;9304,90019207;G5|G6
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;DUGOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,05;3,85;;65,1886368;6951,51334493;G5|G6
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;KRATKOROCNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;;4,05;;;0,00256743;G5
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;STAMBENI;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,05;3,85;3,49;65,1886368;6951,51591236;G2|G5
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI;UKUPNO;UKUPNO;NIJE_PRIMJENJIVO;UKUPNO;UKUPNO;3,74;5,5;;115,13693038;16256,41610443;G5|G6
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;KREDITI_PO_KREDITNIM_KARTICAMA;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;6,21;;;481,29199366;G2
2019-08-31;KREDITI;KUCANSTVA;UKUPNO;PREKORACENJA_PO_TRANSAKCIJSKOM_RACUNU;UKUPNO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;NIJE_PRIMJENJIVO;UKUPNO;;8,28;;;865,22086483;G2
